GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
leetcode,original,Solution0600,0,101,0,20,0,18,0,13,0,3
leetcode,original,Solution1899,1,82,5,9,0,10,5,4,0,2
leetcode,original,Solution2744,0,66,0,2,0,8,0,3,0,2
leetcode,original,Solution3317,0,104,0,6,0,12,0,5,0,2
leetcode,original,Solution1897,2,73,1,7,1,9,1,5,0,2
leetcode,original,Solution2503,0,237,0,20,0,28,0,14,0,4
leetcode,original,Solution0684,0,79,0,6,0,14,0,6,0,3
leetcode,original,Solution1895,16,264,8,20,5,28,8,9,0,3
leetcode,original,Solution0321,0,200,0,26,0,40,0,18,0,5
leetcode,original,Solution2864,0,25,0,0,0,3,0,2,0,2
leetcode,original,Solution2862,0,86,0,6,0,17,0,5,0,2
leetcode,original,Solution0283,0,35,0,4,0,8,0,4,0,2
leetcode,original,Solution3398,5,126,3,15,1,25,3,9,0,3
leetcode,original,Solution3154,0,98,0,10,0,15,0,8,0,3
leetcode,original,Solution3274,1,28,1,1,0,4,1,2,0,2
leetcode,original,Bitset,63,45,7,1,13,12,9,3,5,3
leetcode,original,Solution2617,43,278,9,25,2,23,8,13,0,4
leetcode,original,Solution3209,0,85,0,4,0,13,0,4,0,2
leetcode,original,Solution2912,21,145,4,4,1,14,3,3,0,2
leetcode,original,Solution2513,0,115,2,8,0,15,2,7,0,4
leetcode,original,Solution2115,0,145,0,14,0,22,0,10,0,3
leetcode,original,Solution1422,0,60,0,6,0,12,0,5,0,2
leetcode,original,Solution2357,0,39,1,3,0,9,1,3,0,2
leetcode,original,Solution3287,0,202,0,26,0,27,0,15,0,2
leetcode,original,Solution1021,0,43,0,8,0,11,0,6,0,2
leetcode,original,Solution2470,0,63,0,8,0,14,0,8,0,4
leetcode,original,NeighborSum,5,179,3,11,1,17,4,7,1,3
leetcode,original,Solution2907,0,77,2,12,0,14,2,7,0,2
leetcode,original,Solution2869,1,52,2,4,1,10,2,3,0,2
leetcode,original,MyCircularDeque,71,83,11,7,17,18,11,7,4,5
leetcode,original,Solution1316,0,148,0,8,0,20,0,7,0,3
leetcode,original,Solution1954,5,25,1,1,1,4,1,2,0,2
leetcode,original,Solution1955,46,148,2,6,3,15,2,4,0,2
leetcode,original,Solution1317,2,26,1,1,0,5,1,2,0,2
leetcode,original,Solution3219,68,0,10,0,13,0,7,0,2,0
leetcode,original,Solution1952,1,23,1,5,0,6,1,4,0,2
leetcode,original,Solution2404,6,70,5,7,0,13,3,5,0,2
leetcode,original,Solution0744,1,25,1,1,0,4,1,2,0,2
leetcode,original,Solution1436,0,43,0,4,0,9,0,4,0,2
leetcode,original,Solution2402,77,106,7,9,6,19,7,5,2,2
leetcode,original,Solution1035,17,68,1,5,1,8,1,4,0,2
leetcode,original,Solution1154,6,100,4,4,0,10,3,3,0,2
leetcode,original,Solution2243,0,55,0,6,0,12,0,5,0,2
leetcode,original,Solution0582,0,76,0,4,0,13,0,6,0,4
leetcode,original,Solution1392,2,111,1,5,1,13,1,5,0,3
leetcode,original,Solution1272,17,85,2,8,1,11,2,5,0,2
leetcode,original,Solution3171,40,93,7,11,5,16,4,7,0,2
leetcode,original,Solution0739,0,56,0,8,0,11,0,6,0,2
leetcode,original,Solution1307,10,271,11,35,2,38,10,16,0,3
leetcode,original,Solution0479,5,63,1,7,1,11,1,5,0,2
leetcode,original,ATM,7,119,1,7,1,16,1,6,0,3
leetcode,original,Solution1207,1,43,1,3,0,5,1,3,0,2
leetcode,original,Solution1449,2,162,1,15,1,23,1,9,0,2
leetcode,original,Solution2538,0,148,0,6,0,20,0,7,0,4
leetcode,original,Solution1446,2,32,1,3,1,6,1,3,0,2
leetcode,original,Solution0475,0,65,0,8,0,11,0,6,0,2
leetcode,original,Solution2259,0,41,1,5,0,9,1,4,0,2
leetcode,original,Solution1962,0,68,0,6,0,12,0,6,0,3
leetcode,original,Solution0598,0,35,0,2,0,5,0,3,0,2
leetcode,original,Solution3467,0,54,0,6,0,9,0,5,0,2
leetcode,original,Solution3069,8,65,1,5,1,13,1,4,0,2
leetcode,original,Solution3222,1,31,2,2,0,5,2,2,0,2
leetcode,original,Solution0231,1,14,2,2,0,2,2,2,0,2
